Claim Text,Source of Verification,url,Given Label,Filtered Label
"In the wake of coronavirus outbreak, the Ministry of Tourism has issued an order for the closure of Hotels, Restaurants and Resorts in the country till 15 October 2020",factly.in,https://factly.in/ministry-of-tourism-hasnt-issued-any-order-for-the-closure-of-hotels-restaurants-and-resorts-in-the-country-till-15-october-2020/,FALSE,false
Video of a delivery boy spitting on the slices of bread by opening the packets in the truck and resealing them for sale to spread Coronavirus,factly.in,https://factly.in/old-video-of-a-delivery-boy-taking-bread-from-a-truck-is-being-shared-with-a-false-narrative/,FALSE,false
Video of a Muslim man spitting into the food packages to spread coronavirus,factly.in,https://factly.in/old-video-from-malaysia-is-falsely-shared-as-that-of-a-muslim-man-spitting-in-food-to-spread-coronavirus/,FALSE,false
"A majority of 6,200 doctors said hydroxychloroquine is the most effective coronavirus treatment.",fullfact.org,https://fullfact.org/health/covid-19-hydroxychloroquine-chloroquine-treatment/,"The poll the data comes from is not representative of all doctors. 37%, not a majority, of those involved in Covid-19 treatment worldwide said hydroxychloroquine was among the most effective treatments.",false
Coffins of coronavirus victims in Italy,factcheck.afp.com,https://factcheck.afp.com/photo-has-circulated-reports-about-coffins-earthquake-victims-italy-2009,False,false
Video Shows Kenyan Government deploying Maasai tribe for whipping those violating social distance norms to tackle Coronavirus,boomlive.in,https://www.boomlive.in/fake-news/did-kenya-rope-in-the-maasai-tribe-to-enforce-a-lockdown-a-fact-check-7594,False,false
This photo shows a 13-year-old COVID-19 victim in the UK,factcheck.afp.com,https://factcheck.afp.com/photo-has-circulated-reports-about-irish-teenager-who-died-2017,False,false
"A voice recording on WhatsApp claims there will be 900 deaths a day at the peak of the new coronavirus outbreak, one third will be children with no underlying health conditions, ambulances won’t be sent to people struggling to breathe, and all ice rinks are now being used as mortuaries.",fullfact.org,https://fullfact.org/health/viral-voice-message-ambulance-trust/,"This is incorrect. South East Coast Ambulance Service NHS Foundation Trust, where the person in the recording suggests they work, and Public Health England have confirmed the information is inaccurate.",false
A survey found 11% of workers who report having taken a financial hit from the coronavirus pandemic have been evicted.,fullfact.org,https://fullfact.org/economy/coronavirus-evictions/,"Housing charity Shelter says there has been a spike in evictions, though not nearly as large a spike as this survey found.",false
Video of stampede at a supermarket in US during the coronavirus epidemic,altnews.in,https://www.altnews.in/old-video-of-black-friday-sale-shared-as-us-consumers-violating-social-distancing-to-grab-essentials/,False,false
"“If the White House Gift Shop is going to produce $100 COVID-19 coins, Trump can sure as hell utilize the Defense Production Act to manufacture the gloves, gowns, and masks our medical workers desperately need”",bbc.com,https://www.bbc.com/news/52487960,Misleading - the White House Gift Shop is selling commemorative coins but it's a privately run online store with no direct connection to the White House or the Trump administration.,false
Disaster Management Act prohibits people from posting anything about coronavirus on social media,altnews.in,https://www.altnews.in/disaster-management-act-does-not-prohibit-coronavirus-posts-on-social-media/,False,false
Video of looting during coronavirus lockdown in the UK,factcheck.afp.com,https://factcheck.afp.com/video-shows-riots-london-2011-more-nine-years-covid-19-pandemic,False,false
Hospital lab finds COVID-19 remains on food after 12 hours,factcheck.afp.com,https://factcheck.afp.com/south-african-hospital-group-rejects-claim-lab-found-covid-19-fresh-produce,False,false
"Coronavirus gone in South Korea and under control in Japan, restrictions in Philippines are too relaxed",factcheck.afp.com,https://factcheck.afp.com/misinformation-circulates-online-about-covid-19-cases-and-lockdown-measures-asia,Misleading,false
"""The Kennedy Center launders taxpayer money for the Democrats"" and donated $5 million to the party after getting $25 million in the COVID-19 stimulus package.",factcheck.org,https://www.factcheck.org/2020/04/kennedy-center-didnt-contribute-to-democrats/,False,false
"Poem about self isolation written in 1869, reprinted during Spanish Flu Pandemic, resurfaces during novel Coronavirus pandemic in 2020.",boomlive.in,https://www.boomlive.in/world/coronavirus/1869-poem-reprinted-during-spanish-flu-pandemic-resurfaces-in-2020-7581,False,false
"This 19th century poem about isolation, reprinted during the 1918 Spanish flu, resurfaces during novel coronavirus pandemic in 2020",factcheck.afp.com,https://factcheck.afp.com/poem-was-written-2020-specifically-about-covid-19-pandemic,False,false
UK newspaper says Maulana Saad of Tablighi Jamaat donated Rs 1 crore to PM's relief fund against coronavirus.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-false-claim-maulana-saad-donating-pm-cares-viral-1664466-2020-04-07,False,false
President Emmerson Mnangagwa has decreed that rentals be suspended due to COVID-19,zimfact.org,https://zimfact.org/no-the-president-hasnt-suspended-rentals-during-lockdown/,False. The statement is fabricated,false
Bill Gates lists lessons from the fight against the novel coronavirus in an open letter,factcheck.afp.com,https://factcheck.afp.com/gates-foundation-urges-netizens-stop-sharing-fake-bill-gates-coronavirus-letter,False,false
Video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,politifact.com,https://www.politifact.com/factchecks/2020/apr/07/viral-image/no-video-doesnt-show-people-china-destroying-5g-po/,False,false
Coronavirus is a result of 5G,factcheck.afp.com,https://factcheck.afp.com/experts-dismiss-claims-5g-wireless-technology-created-novel-coronavirus,False,false
The novel coronavirus can be spread through fruits and vegetables because it remains viable on them for 12 hours,factcheck.afp.com,https://factcheck.afp.com/hoax-circulates-online-hong-kong-covid-19-was-transmitted-through-fruits-and-vegetables,False,false
Photo of pastor beaten for defying coronavirus restrictions,factcheck.afp.com,https://factcheck.afp.com/afp-photo-shot-2006-during-unrelated-incident,False,false
"Video shows bodies of Coronavirus infected patients lying on the shore, as countries are throwing them in the sea",boomlive.in,https://www.boomlive.in/fake-news/video-of-migrant-shipwreck-off-libyan-coast-revived-with-coronavirus-spin-7585,False,false
This video shows Chinese people destroying 5G towers over coronavirus fears,factuel.afp.com,https://factuel.afp.com/node/8826,False,false
Orangutan washing hands is imitating its zookeepers during the novel Coronavirus pandemic.,boomlive.in,https://www.boomlive.in/world/coronavirus/video-of-orangutan-washing-hands-falsely-linked-to-covid-19-pandemic-7573,False,false
Photo Shows India From Space During Nine Minutes Lights Out To Show Solidarity During The Coronavirus Outbreak,boomlive.in,https://www.boomlive.in/fake-news/false-photo-shows-india-illuminated-during-pm-modis-9-pm-9-minutes-appeal-7562,False,false
People in America looting mall due to fear of coronavirus,altnews.in,https://www.altnews.in/old-video-from-mexico-viral-as-americans-looting-malls-due-to-fear-of-coronavirus/,False,false
Nigerian President Muhammadu Buhari tests positive for coronavirus,factcheck.afp.com,https://factcheck.afp.com/cnn-broadcast-has-been-doctored-nigerian-leader-did-not-test-positive-coronavirus,Misleading,false
Islamic jihadist spitting on a man in order to spread coronavirus,thequint.com,https://www.thequint.com/news/webqoof/video-of-man-spitting-at-subway-rider-falsely-linked-to-covid-19-fact-check,False,false
WHO issued proposal for extending lockdowns to control COVID-19,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-who-didnt-issue-proposal-for-extending-lockdowns-to-control-covid-19-fake-post-getting-viral-2/,False,false
"Video shows Italian nationals expressing their gratitude to China for providing aid during the novel coronavirus pandemic, by singing Qinghai-Tibet Plateau in Chinese language.",boomlive.in,https://www.boomlive.in/world/coronavirus/italians-sing-chinese-song-to-thank-china-for-covid-19-aid-not-really-7570,False,false
"Prince Charles's coronavirus was cured with ayurvedic, homeopathic treatment",altnews.in,https://www.altnews.in/prince-charless-coronavirus-wasnt-cured-with-ayurvedic-homeopathic-treatment/,False,false
A Facebook post claims a South Korean drama series predicted the outbreak of COVID-19 in 2018.,aap.com.au,https://www.aap.com.au/south-korean-tv-series-high-on-drama-but-not-foresight-of-covid-19-crisis/,False - The implications of the content are factually inaccurate.,false
Does 5G Tech Spread Coronavirus? Miscreants Set UK Towers on Fire,thequint.com,https://www.thequint.com/news/webqoof/5g-towers-in-uk-set-on-fire-due-to-coronavirus-conspiracy-theories,False,false
Asymptomatic transmission of coronavirus was discovered only recently,factcheck.thedispatch.com,https://factcheck.thedispatch.com/p/was-there-evidence-of-asymptomatic,False,false
"Says fired inspector general Michael Atkinson brought a “terrible, inaccurate whistleblower report” to Congress.",politifact.com,https://www.politifact.com/factchecks/2020/apr/06/donald-trump/firing-inspector-general-donald-trump-falsely-repe/,Pants on Fire,false
"Muslims at a mosque in the town of Beruwala, Sri Lanka reacted violently after authorities told them their gathering was in violation of the novel Coronavirus curfew.",boomlive.in,https://www.boomlive.in/world/coronavirus/false-muslims-ignore-covid-19-curfew-convene-at-mosque-in-sri-lanka-7603,False,false
Man spits in tea bottle and puts it back in supermarket to spread coronavirus,altnews.in,https://www.altnews.in/old-video-of-texas-teen-spitting-in-tea-bottle-falsey-viral-as-spreading-coronavirus-infection/,False,false
"""We’ve tested more than every country combined.”",washingtonpost.com,https://www.washingtonpost.com/politics/2020/04/30/trumps-triumphant-rhetoric-coronavirus-testing/,False,false
The government has banned sharing updates or forwards around the coronavirus,boomlive.in,https://www.boomlive.in/fake-news/disaster-management-act-does-not-restrict-citizen-updates-on-c-7549,False,false
Video of Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-rahul-and-priyanka-gandhi-s-old-video-shared-with-coronavirus-twist-1663502-2020-04-05,False,false
These photos show patients outside Italian hospitals during the COVID-19 pandemic,factcheck.afp.com,https://factcheck.afp.com/these-photos-show-aftermath-powerful-earthquake-croatia,False,false
Images of coronavirus vaccine imported by India from USA to kill a section of the population under the garb of medication,altnews.in,https://www.altnews.in/viral-audio-false-conspiracy-theory-about-modi-govt-introducing-vaccine-to-kill-muslims/,False,false
Post shows an image of a boy crying alongside images of his parents in hospital beds who are infected with the novel Coronavirus.,boomlive.in,https://www.boomlive.in/world/coronavirus/false-images-show-boy-crying-parents-infected-with-covid-19-7532,False,false
Video shows people leaving food packets on the road for the poor and needy who cannot earn due to the novel Coronavirus lockdown.,boomlive.in,https://www.boomlive.in/world/coronavirus/no-food-donations-were-not-made-in-turkey-during-covid-19-lockdown-7528,False,false
